award_date,project_number,award_amount,award_type
2025-02-14,5F30DK135390-03,53974,5
2025-02-14,5R01NR020439-04,631908,5
2025-02-14,5K08HL157697-04,147673,5
2025-02-14,5R01ES031087-05,337500,5
2025-02-14,5K99NS135649-02,136085,5
2025-02-14,5U01DK135007-03,569717,5
2025-02-14,5R01NS134586-02,556253,5
2025-02-14,5R21EY034967-02,186250,5
2025-02-14,5R00CA248846-05,224101,5
2025-02-14,5R00HL153679-05,249000,5
2025-02-14,5R01CA277714-03,313738,5
2025-02-14,5R01NR019083-05,514265,5
2025-02-14,5R01NR020770-03,646222,5
2025-02-14,5R01NS128478-03,525261,5
2025-02-14,5R01CA255242-05,576303,5
2025-02-14,5R01MH131670-03,638932,5
2025-02-14,5R01EY022305-13,395003,5
2025-02-14,5R21CA288787-02,158834,5
2025-02-14,5R01CA155010-14,683283,5
2025-02-14,5R01DE031025-04,614812,5
2025-02-14,7R01CA279681-02,412955,7
2025-02-14,5F31ES036102-02,44074,5
2025-02-14,5R01MH129372-04,543751,5
2025-02-14,5R01AR080895-03,455968,5
2025-02-14,5R01DE021134-10,424580,5
2025-02-14,5K01DK131329-04,153360,5
2025-02-14,5R01NS121405-05,394788,5
2025-02-15,3F32DC022145-01S1,3000,3
2025-02-15,5U01DC019405-04,409204,5
2025-02-15,5R01HL138456-08,672896,5
2025-02-15,7UH3HL145266-06,1110651,7
